Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Strand	Chromosome/scaffold name
ENSMUSG00000088172	119969821	119969921	Gm25217	1	7
ENSMUSG00000064779	110218003	110218109	Gm22997	1	2
ENSMUSG00000088322	52905638	52905744	Gm25664	1	10
ENSMUSG00000077354	100831281	100831414	Gm26286	1	5
ENSMUSG00000088264	121914560	121914659	Gm24783	1	X
ENSMUSG00000098986	5844916	5845037	Gm28006	-1	19
ENSMUSG00000106642	66822656	66822713	Mir465d	-1	X
ENSMUSG00000065320	113928724	113928804	Gm22056	-1	5
ENSMUSG00000077184	24023200	24023328	Gm25092	-1	17
ENSMUSG00000096098	62760739	62760846	Mir713	1	13
ENSMUSG00000077928	54975700	54975776	Mir208b	-1	14
ENSMUSG00000099181	24910664	24910733	Mir6905	1	10
ENSMUSG00000098704	119154076	119154137	Mir6934	-1	11
ENSMUSG00000088691	112467911	112468046	Gm22331	1	1
ENSMUSG00000080555	61145362	61145454	Gm24396	1	X
ENSMUSG00000092999	25868945	25869051	Gm23921	1	7
ENSMUSG00000093403	149537863	149537922	Mir5616	1	4
ENSMUSG00000065436	108658620	108658718	Mir342	1	12
ENSMUSG00000088046	94448221	94448351	Gm23324	-1	14
ENSMUSG00000088545	156023058	156023158	Gm25982	-1	4
ENSMUSG00000092922	75909103	75909185	Mir5101	1	12
ENSMUSG00000064844	75001880	75001944	Gm26202	1	18
ENSMUSG00000077830	3699178	3699240	Gm26050	1	12
ENSMUSG00000065935	74997577	74997683	Gm25629	-1	X
ENSMUSG00000098968	102013049	102013152	Gm27843	-1	X
ENSMUSG00000088964	44597240	44597327	Gm22087	-1	10
ENSMUSG00000092923	168178158	168178252	Gm24561	-1	2
ENSMUSG00000088010	23063133	23063232	Gm23740	-1	11
ENSMUSG00000093155	74586896	74586972	Gm25035	-1	1
ENSMUSG00000084708	69669635	69669778	Gm22988	-1	11
ENSMUSG00000098948	3647179	3647325	Gm27640	-1	11
ENSMUSG00000088476	80137352	80137467	Gm23083	1	16
ENSMUSG00000088154	41050220	41050326	Gm25637	1	4
ENSMUSG00000077521	28365316	28365444	Gm25378	1	4
ENSMUSG00000072837	126998440	126998560	Mir546	1	10
ENSMUSG00000089432	105615466	105615573	Mir1966	1	8
ENSMUSG00000065416	115044000	115044081	Mir19a	1	14
ENSMUSG00000104762	61125137	61125235	Gm44308	-1	10
ENSMUSG00000105513	10365908	10366073	Gm44409	-1	18
ENSMUSG00000099103	143447605	143447665	Gm27901	1	7
ENSMUSG00000064435	153440079	153440218	Gm25588	1	1
ENSMUSG00000088746	91108179	91108292	Gm23225	-1	14
ENSMUSG00000084593	108537491	108537597	Gm22345	-1	4
ENSMUSG00000099199	90270149	90270212	Mir7012	1	3
ENSMUSG00000094847	59578319	59578397	Gm22640	-1	7
ENSMUSG00000084581	35234796	35234923	Gm25179	-1	16
ENSMUSG00000089231	14267315	14267439	Gm23112	-1	3
ENSMUSG00000088772	27868113	27868273	Gm26040	1	3
ENSMUSG00000104804	127788084	127788143	Mir7233	-1	6
ENSMUSG00000065449	13453840	13453926	Mir365-1	1	16
ENSMUSG00000065458	137966639	137966718	Mir181b-1	1	1
ENSMUSG00000087980	96919994	96920102	Gm22226	-1	7
ENSMUSG00000096037	123599861	123599979	n-R5s136	-1	8
ENSMUSG00000088809	22747131	22747233	Gm24078	1	4
ENSMUSG00000077113	10506006	10506094	Mir466p	1	2
ENSMUSG00000080495	115381960	115382078	Gm26303	1	9
ENSMUSG00000065590	75173388	75173478	Mir212	1	11
ENSMUSG00000089337	65777014	65777207	Gm24346	1	5
ENSMUSG00000096360	10496268	10496355	Mir466b-7	1	2
ENSMUSG00000088111	26566833	26566938	Gm24064	1	1
ENSMUSG00000105670	27026418	27026555	Gm44464	-1	3
ENSMUSG00000064579	45817736	45817898	Gm25796	1	3
ENSMUSG00000087721	135150666	135150766	Gm26280	-1	1
ENSMUSG00000093757	58051167	58051236	Mir5623	1	19
ENSMUSG00000095945	59576449	59576527	Gm25194	-1	7
ENSMUSG00000084706	121242342	121242587	Gm22987	1	9
ENSMUSG00000096091	32175099	32175205	Gm26335	1	5
ENSMUSG00000088106	109499714	109499824	Gm22378	-1	11
ENSMUSG00000077759	160645573	160645704	Gm23528	1	1
ENSMUSG00000088885	23639824	23639956	Gm24217	-1	6
ENSMUSG00000084738	34288819	34288870	Gm25809	-1	15
ENSMUSG00000094394	165809636	165809742	Gm23402	-1	1
ENSMUSG00000077381	130857751	130857880	Gm22660	-1	4
ENSMUSG00000064646	38071929	38072053	Gm23300	1	19
ENSMUSG00000098350	125479377	125479453	Gm27551	1	5
ENSMUSG00000064772	14315401	14315591	Gm25202	-1	X
ENSMUSG00000096195	57877389	57877495	Gm26138	-1	4
ENSMUSG00000088804	46473931	46474024	Gm24076	-1	18
ENSMUSG00000084632	28989977	28990148	Gm23887	-1	17
ENSMUSG00000064665	151539700	151539805	Gm24460	-1	X
ENSMUSG00000095792	55262542	55262603	Gm26296	-1	15
ENSMUSG00000088223	21197708	21197976	Gm22600	-1	11
ENSMUSG00000088257	29395036	29395163	Gm24286	1	10
ENSMUSG00000096249	23296329	23296435	Gm24263	1	19
ENSMUSG00000065014	93138030	93138189	Gm23509	-1	14
ENSMUSG00000064495	6619808	6619940	Gm24313	-1	11
ENSMUSG00000096205	87426716	87426879	Gm22068	1	11
ENSMUSG00000106196	94537987	94538069	Gm44461	-1	2
ENSMUSG00000064738	88862919	88863080	Gm23054	1	3
ENSMUSG00000076011	142739000	142739097	Mir652	1	X
ENSMUSG00000099068	52161042	52161255	Gm27861	1	6
ENSMUSG00000099036	46954830	46954928	Mir378c	-1	14
ENSMUSG00000095060	59723644	59723737	Gm26188	-1	7
ENSMUSG00000084569	62893409	62893514	Gm26479	-1	10
ENSMUSG00000099095	88104128	88104258	Mir6376	-1	6
ENSMUSG00000065610	31062660	31062747	Mir29a	-1	6
ENSMUSG00000095424	135445519	135445632	Gm24416	-1	X
ENSMUSG00000106307	127331812	127331941	Gm23370	1	1
ENSMUSG00000088044	43905898	43906002	Gm23326	-1	9
ENSMUSG00000098582	123130106	123130172	Mir7080	1	8
ENSMUSG00000088695	155652892	155653024	Gm22334	-1	2
ENSMUSG00000098906	55501226	55501281	Mir7652	1	11
ENSMUSG00000077237	107892974	107893105	Gm22438	1	1
ENSMUSG00000089404	94958778	94958893	Gm24877	1	11
ENSMUSG00000084717	150708044	150708149	Gm24630	1	5
ENSMUSG00000065322	45548743	45548849	Gm22055	1	4
ENSMUSG00000087791	99655701	99655832	Gm25969	1	5
ENSMUSG00000077879	109618114	109618200	Gm23912	1	12
ENSMUSG00000105580	21753445	21753582	Gm44454	1	13
ENSMUSG00000099031	70798135	70798192	Mir7240	1	8
ENSMUSG00000095097	24942236	24942367	Gm23658	-1	19
ENSMUSG00000088216	91392584	91392689	Gm22080	-1	7
ENSMUSG00000084547	99575891	99576137	Gm24936	1	6
ENSMUSG00000096053	10501109	10501198	Gm25943	1	2
ENSMUSG00000095072	102838155	102838255	Gm24509	1	X
ENSMUSG00000076366	135147408	135147513	Gm24048	1	3
ENSMUSG00000077661	118826909	118827031	n-R5s51	-1	14
ENSMUSG00000065333	25702642	25702748	Gm24928	-1	16
ENSMUSG00000093965	73392142	73392243	Gm24370	1	6
ENSMUSG00000092978	95879716	95879817	Gm25070	-1	15
ENSMUSG00000088400	106764635	106764741	Gm25889	-1	11
ENSMUSG00000096041	59471904	59471982	Gm22511	-1	7
ENSMUSG00000098452	66586810	66586916	Gm27501	-1	13
ENSMUSG00000092915	108568295	108568414	Gm24083	-1	9
ENSMUSG00000084518	11928424	11928739	Gm22477	1	4
ENSMUSG00000088833	10511370	10511465	Gm23542	1	2
ENSMUSG00000084630	132058641	132058760	n-R5s159	1	7
ENSMUSG00000070109	70234692	70234816	Mir497b	-1	11
ENSMUSG00000087884	10663154	10663284	Gm23601	1	10
ENSMUSG00000092949	55821063	55821153	Gm23394	-1	12
ENSMUSG00000088433	151073655	151073790	Gm24199	-1	2
ENSMUSG00000087775	22251374	22251663	Rprl2	1	3
ENSMUSG00000088495	23172798	23172906	Gm24398	-1	11
ENSMUSG00000065770	6924118	6924279	Gm22155	-1	6
ENSMUSG00000098735	180179755	180179823	Mir7005	-1	2
ENSMUSG00000077897	14261003	14261081	Mir511	1	2
ENSMUSG00000089409	83078511	83078629	Gm24884	1	4
ENSMUSG00000065493	150068454	150068555	Mir34a	1	4
ENSMUSG00000087736	87053694	87053825	Gm24648	-1	17
ENSMUSG00000093019	61708705	61708773	Gm22466	-1	7
ENSMUSG00000088217	108862564	108862669	Gm22079	-1	12
ENSMUSG00000065162	106260206	106260313	Gm23645	1	11
ENSMUSG00000065874	118153480	118153610	Gm25683	1	7
ENSMUSG00000065438	109740510	109740577	Mir377	1	12
ENSMUSG00000087985	101539584	101539708	Gm22223	-1	8
ENSMUSG00000065658	94869873	94869988	Gm23102	-1	17
ENSMUSG00000087932	78191373	78191478	Mir1971	-1	14
ENSMUSG00000043623	60226334	60227678	4933412A08Rik	1	19
ENSMUSG00000088714	40318072	40318250	Gm22726	-1	14
ENSMUSG00000065685	116173313	116173419	Gm23732	1	12
ENSMUSG00000089514	54651936	54652072	Gm26291	1	17
ENSMUSG00000105690	95756950	95757082	Gm26265	-1	8
ENSMUSG00000088104	24351118	24351212	Gm22380	1	9
ENSMUSG00000088367	70412618	70412923	Gm26320	-1	4
ENSMUSG00000076038	6131836	6131944	Gm22774	-1	17
ENSMUSG00000076227	101353342	101353437	Gm25593	-1	11
ENSMUSG00000089606	104228112	104228238	Gm22501	-1	2
ENSMUSG00000076236	75645046	75645141	Mir682	1	13
ENSMUSG00000065272	130278016	130278087	Snord57	1	2
ENSMUSG00000105002	85790140	85790234	Mir6375	-1	6
ENSMUSG00000065273	35247175	35247250	Gm25128	1	17
ENSMUSG00000092848	137184065	137184140	Gm23263	1	4
ENSMUSG00000089373	86703819	86703946	Gm22138	1	9
ENSMUSG00000093033	94184027	94184130	Gm23630	-1	2
ENSMUSG00000093060	7836381	7836474	Mir5104	1	10
ENSMUSG00000077220	161036984	161037049	Snord78	1	1
ENSMUSG00000093935	39048558	39048649	Gm25529	-1	9
ENSMUSG00000088742	100500143	100500218	Gm23222	-1	5
ENSMUSG00000076318	28746191	28746276	Mir216b	1	11
ENSMUSG00000087912	31015148	31015226	Gm24916	-1	14
ENSMUSG00000094391	31117674	31119170	Btbd35f29	1	X
ENSMUSG00000064619	16861689	16861794	Gm23975	-1	4
ENSMUSG00000106336	94241378	94241442	Mir129b	1	2
ENSMUSG00000065311	99497718	99497822	n-R5s156	1	7
ENSMUSG00000089305	64931972	64932062	Gm26210	1	8
ENSMUSG00000088734	56736090	56736219	Gm23896	1	5
ENSMUSG00000093319	11696615	11696858	Gm27854	-1	8
ENSMUSG00000093762	108428067	108428160	Gm25591	1	10
ENSMUSG00000092796	165908051	165908175	Gm22692	-1	2
ENSMUSG00000093784	77912636	77912711	Gm22394	-1	10
ENSMUSG00000088669	154080095	154080199	Gm25336	-1	1
ENSMUSG00000065110	57391449	57391519	Snord61	-1	X
ENSMUSG00000089210	19693155	19693298	Gm23386	-1	11
ENSMUSG00000064765	155092018	155092128	Gm26456	1	3
ENSMUSG00000089459	15412324	15412416	Gm24222	1	8
ENSMUSG00000106595	23746175	23746312	Gm44314	1	13
ENSMUSG00000088982	127108466	127108571	Gm25600	-1	4
ENSMUSG00000094681	46377609	46377715	Gm25740	1	10
ENSMUSG00000088123	132801678	132801956	Gm25722	1	5
ENSMUSG00000088852	45109007	45109137	Gm24731	1	12
ENSMUSG00000092687	34952013	34952075	Gm25744	-1	17
ENSMUSG00000088030	23682545	23682652	Gm24991	-1	13
ENSMUSG00000094364	59468163	59468241	Gm26059	-1	7
ENSMUSG00000065164	119793942	119794043	Gm23814	-1	2
ENSMUSG00000089153	69994790	69994892	Gm23579	-1	12
ENSMUSG00000093216	36430611	36430700	Gm25247	1	7
ENSMUSG00000094137	43070300	43070406	Gm22264	-1	18
ENSMUSG00000084521	55085565	55085657	Gm24183	-1	18
ENSMUSG00000105997	58794731	58794837	Gm44333	1	X
ENSMUSG00000088867	145038074	145038188	Gm23071	-1	6
ENSMUSG00000065559	20679010	20679082	Mir206	1	1
ENSMUSG00000080596	17591566	17591681	Gm22032	-1	15
ENSMUSG00000088498	151260824	151260914	Gm24402	-1	1
ENSMUSG00000077082	45095629	45095708	Gm23766	-1	10
ENSMUSG00000094585	100418483	100418614	Gm26367	1	14
ENSMUSG00000095228	135506257	135506370	Gm22233	-1	X
ENSMUSG00000076126	10467790	10467886	Mir669b	1	2
ENSMUSG00000095610	96617099	96617205	Gm26245	1	1
ENSMUSG00000099135	51938974	51939095	Gm27607	-1	1
ENSMUSG00000065738	153911610	153911690	Gm24494	-1	3
ENSMUSG00000087905	43224625	43224920	Gm22037	-1	15
ENSMUSG00000098544	94586137	94586199	Mir7211	-1	10
ENSMUSG00000098543	5844286	5844437	Gm27533	-1	19
ENSMUSG00000088231	54829711	54829880	Gm25426	1	11
ENSMUSG00000089344	112581636	112581740	Gm22664	1	8
ENSMUSG00000095883	78533458	78533564	Gm26430	1	18
ENSMUSG00000065211	95756950	95757084	Gm26265	-1	8
ENSMUSG00000099152	28558441	28558501	Mir6969	-1	17
ENSMUSG00000105288	88693931	88694057	Gm25820	1	3
ENSMUSG00000098327	45939521	45939590	Mir7087	-1	9
ENSMUSG00000094979	10555554	10555660	Gm25253	-1	1
ENSMUSG00000096247	155046610	155046719	Gm24268	1	X
ENSMUSG00000095349	59796905	59796997	Gm26097	-1	7
ENSMUSG00000065293	76111197	76111304	Gm26124	-1	17
ENSMUSG00000088872	30457968	30458071	Gm25865	-1	12
ENSMUSG00000105072	44334965	44335105	Gm44335	-1	9
ENSMUSG00000065788	130205465	130205571	Gm22682	1	3
ENSMUSG00000092875	6839824	6840121	Gm22649	-1	7
ENSMUSG00000077293	3857477	3857613	Gm24125	-1	4
ENSMUSG00000093004	97660257	97660327	Gm24158	-1	11
ENSMUSG00000088276	80104937	80105042	Gm23125	1	17
ENSMUSG00000065585	64205806	64205911	Mir211	1	7
ENSMUSG00000098276	76170552	76170652	Mir6358	1	18
ENSMUSG00000092888	48289228	48289427	Gm22122	1	6
ENSMUSG00000077592	150710846	150710964	Gm26013	-1	5
ENSMUSG00000099106	174286608	174286671	Gm27899	1	2
ENSMUSG00000094327	10504647	10504773	Gm26398	1	2
ENSMUSG00000098864	122200137	122200246	Gm27703	1	6
ENSMUSG00000089528	62783612	62783725	Gm22324	1	8
ENSMUSG00000065823	12812706	12812812	n-R5s182	1	4
ENSMUSG00000099311	52115623	52115739	Mir6244	1	9
ENSMUSG00000077834	10468343	10468463	Mir669d	1	2
ENSMUSG00000088227	55179840	55179919	Gm22597	1	18
ENSMUSG00000088721	63200041	63200146	Gm22212	-1	6
ENSMUSG00000088070	84822002	84822304	Gm22819	1	18
ENSMUSG00000099221	50572398	50572508	Mir6371	1	6
ENSMUSG00000106474	190482929	190483016	Gm47294	-1	1
ENSMUSG00000105046	38225041	38225122	Gm44455	-1	2
ENSMUSG00000096642	103641926	103642032	Gm24870	1	13
ENSMUSG00000088800	18969762	18969833	Gm24075	-1	1
ENSMUSG00000064906	119631118	119631236	n-R5s204	1	2
ENSMUSG00000089214	93162785	93162903	Mir1931	1	10
ENSMUSG00000088511	97140552	97140661	Gm24435	-1	3
ENSMUSG00000077264	34895024	34895155	Gm24429	1	12
ENSMUSG00000088183	80033514	80033609	Gm22215	1	17
ENSMUSG00000065143	51239690	51239796	Gm25644	-1	19
ENSMUSG00000098389	61117468	61117531	Mir6983	1	18
ENSMUSG00000065915	122982837	122982943	Gm24445	-1	8
ENSMUSG00000096047	46374197	46374315	n-R5s211	1	1
ENSMUSG00000077144	76716628	76716747	Gm22938	-1	9
ENSMUSG00000089292	150321193	150321302	Gm23209	1	4
ENSMUSG00000065440	106178840	106178927	Mirlet7g	1	9
ENSMUSG00000089177	68684148	68684275	Gm22435	-1	X
ENSMUSG00000080577	72022755	72022857	Gm23226	1	11
ENSMUSG00000098999	47593337	47593463	Gm27601	1	4
ENSMUSG00000070178	74319792	74319910	n-R5s71	1	11
ENSMUSG00000088164	137367151	137367247	Gm23534	-1	1
ENSMUSG00000088563	21486338	21486401	Gm23779	-1	13
ENSMUSG00000098635	13091581	13091817	Gm27741	-1	10
ENSMUSG00000089055	28595127	28595230	Gm22675	1	2
ENSMUSG00000070128	109734902	109734974	Mir485	1	12
ENSMUSG00000064582	43454255	43454397	Gm25135	1	17
ENSMUSG00000088346	115391554	115391685	Gm22337	1	3
ENSMUSG00000084527	90198682	90198786	Gm24185	1	3
ENSMUSG00000099223	92592206	92592277	Mir7221	1	2
ENSMUSG00000087783	36384792	36384897	Gm23170	-1	19
ENSMUSG00000065289	130277697	130277766	Gm23650	1	2
ENSMUSG00000064777	36767425	36767530	Gm25204	1	14
ENSMUSG00000099127	105307792	105307900	Gm27320	-1	8
ENSMUSG00000065256	39858863	39859027	Gm23972	-1	13
ENSMUSG00000094691	22040913	22041022	Gm22908	1	12
ENSMUSG00000077384	15211631	15211785	Gm22658	-1	9
ENSMUSG00000080526	60960723	60960844	Mir466j	1	10
ENSMUSG00000093317	15404981	15405091	Gm25470	1	6
ENSMUSG00000089207	13969348	13969457	Gm26213	-1	16
ENSMUSG00000098829	169018974	169019089	Mir6354	-1	1
ENSMUSG00000064525	57697809	57697937	Gm26440	1	14
ENSMUSG00000065379	104251012	104251144	Gm22743	-1	11
ENSMUSG00000088456	21263624	21263859	Gm26372	1	14
ENSMUSG00000089025	49578456	49578583	Gm25015	-1	12
ENSMUSG00000093096	115447961	115448060	Mir3968	-1	11
ENSMUSG00000088041	131239277	131239410	Gm25261	1	4
ENSMUSG00000094201	63133283	63133389	Gm25064	1	9
ENSMUSG00000065763	130035094	130035203	Gm23847	1	7
ENSMUSG00000087938	41312091	41312198	Gm26049	-1	4
ENSMUSG00000105494	36583544	36583669	Gm44310	1	15
ENSMUSG00000095714	59574579	59574656	Gm26467	-1	7
ENSMUSG00000065746	84742162	84742317	Gm25005	-1	18
ENSMUSG00000099279	60923023	60923113	Mir6408	1	10
ENSMUSG00000064688	32213133	32213239	Gm25814	-1	1
ENSMUSG00000104750	23518142	23518250	n-TStga1	1	13
ENSMUSG00000088391	27668087	27668203	Gm26310	1	6
ENSMUSG00000096231	59713534	59713625	Gm22584	-1	7
ENSMUSG00000088499	55661637	55661741	Gm22654	1	17
ENSMUSG00000096297	80135466	80135572	Gm23934	1	1
ENSMUSG00000065481	34894609	34894706	Mir346	1	14
ENSMUSG00000098535	174295071	174295192	Gm27869	1	2
ENSMUSG00000092679	45023100	45023177	Mir5129	-1	2
ENSMUSG00000105465	120977651	120977727	Gm44325	-1	2
ENSMUSG00000064925	120130415	120130563	Snora62	1	9
ENSMUSG00000065659	29737318	29737424	Gm23103	-1	7
ENSMUSG00000087795	142795102	142795194	Gm25965	1	3
ENSMUSG00000096639	68461339	68461445	Gm22169	-1	9
ENSMUSG00000092973	80925736	80925805	Gm25071	-1	18
ENSMUSG00000084451	60928086	60928184	Gm24594	1	13
ENSMUSG00000098896	126902250	126902385	Mir3473g	-1	2
ENSMUSG00000077608	163054818	163054951	Gm22671	-1	1
ENSMUSG00000080592	35977516	35977578	Gm22030	-1	8
ENSMUSG00000088348	29931427	29931523	Gm23865	-1	2
ENSMUSG00000065824	7076094	7076414	Gm26315	-1	2
ENSMUSG00000077152	8402814	8402957	Gm24579	1	16
ENSMUSG00000095615	79985506	79985612	Gm26243	1	10
ENSMUSG00000089336	64881784	64881925	Gm24347	-1	9
ENSMUSG00000092724	9669279	9669350	Gm25677	1	4
ENSMUSG00000089351	98599033	98599095	Gm25486	1	12
ENSMUSG00000088361	13374481	13374748	Gm23499	1	7
ENSMUSG00000089345	69921473	69921747	Gm22665	-1	1
ENSMUSG00000093947	30701949	30702057	Gm22831	-1	4
ENSMUSG00000098423	86651170	86651254	Gm27993	1	12
ENSMUSG00000095214	48572253	48572384	Gm25232	-1	13
ENSMUSG00000088971	102806099	102806146	Gm23764	1	14
ENSMUSG00000088896	158373082	158373232	Gm22522	1	X
ENSMUSG00000065657	102549196	102549299	Gm25337	-1	11
ENSMUSG00000092633	194822001	194822064	Mir3962	1	1
ENSMUSG00000099255	131577987	131578109	Gm27266	1	5
ENSMUSG00000093211	77577714	77577789	Gm25250	1	9
ENSMUSG00000077306	37224869	37225001	Gm22469	1	14
ENSMUSG00000084602	37854782	37854897	n-R5s34	1	16
ENSMUSG00000089343	117132490	117132817	Gm22667	1	11
ENSMUSG00000077294	93164902	93164984	Gm24123	1	X
ENSMUSG00000088750	33191993	33192102	Gm24901	1	1
ENSMUSG00000076272	109717085	109717183	Mir666	1	12
ENSMUSG00000105292	26219461	26219549	Gm44299	1	8
ENSMUSG00000077156	111613898	111614015	n-R5s90	-1	9
ENSMUSG00000065497	109743715	109743795	Mir410	1	12
ENSMUSG00000089255	24719676	24719803	Snora78	-1	17
ENSMUSG00000099021	69159295	69159594	Rn7s1	1	12
ENSMUSG00000106242	93388689	93388826	Gm44353	1	3
ENSMUSG00000088644	16823249	16823312	Gm26485	-1	3
ENSMUSG00000098825	103606323	103606449	Gm27285	1	X
ENSMUSG00000096863	52154501	52154607	Gm22259	-1	18
ENSMUSG00000084508	103666542	103666627	Gm25325	-1	3
ENSMUSG00000093828	2012	3786	Ccl27a	1	JH584294.1
ENSMUSG00000106580	122831377	122831437	Mir7231	1	6
ENSMUSG00000065307	83521156	83521262	Gm23247	1	11
ENSMUSG00000099272	134757631	134757731	Mir7093	1	X
ENSMUSG00000077660	70148806	70148936	Gm24257	-1	9
ENSMUSG00000094428	33808117	33808226	Gm26443	1	7
ENSMUSG00000092794	38210441	38210520	Mir3110	1	X
ENSMUSG00000089331	100525244	100525367	Gm24345	-1	14
ENSMUSG00000092805	88553236	88553525	Gm26461	1	9
ENSMUSG00000093971	59889593	59889686	Snord116l4	-1	7
ENSMUSG00000094316	10958437	10958512	Mir297-1	-1	7
ENSMUSG00000087983	129304796	129305073	Gm22225	-1	X
ENSMUSG00000098477	115750366	115750615	Gm27853	-1	6
ENSMUSG00000096028	59593294	59593372	Gm25984	-1	7
ENSMUSG00000094963	107001452	107001558	Gm22418	1	6
ENSMUSG00000088875	62923396	62923524	Gm25862	-1	10
ENSMUSG00000098984	64440806	64440907	Mir6420	1	17
ENSMUSG00000087832	138422715	138422819	Gm23958	-1	X
ENSMUSG00000077597	86509152	86509225	Gm26017	1	4
ENSMUSG00000076944	143780090	143780155	Gm22064	1	7
ENSMUSG00000098621	33886676	33886733	Gm27740	-1	17
ENSMUSG00000093921	35699203	35699309	Gm23864	-1	17
ENSMUSG00000088894	61013417	61013545	Gm22520	-1	19
ENSMUSG00000088105	118775152	118775282	Gm22379	1	14
ENSMUSG00000088938	49788284	49788369	Gm22989	1	14
ENSMUSG00000070100	7241982	7242046	Mir362	-1	X
ENSMUSG00000065727	60079590	60079693	Gm26164	1	8
ENSMUSG00000077650	75886083	75886209	Gm23320	1	X
ENSMUSG00000089275	58154981	58155088	Gm24548	-1	1
ENSMUSG00000095969	87422867	87423030	Rnu1a1	1	11
ENSMUSG00000098467	174247928	174247995	Gm27591	1	2
ENSMUSG00000087902	82793656	82793897	Gm22038	-1	3
ENSMUSG00000093498	81104616	81104675	Mir5615-2	1	10
ENSMUSG00000064437	62603079	62603150	Snord49b	1	11
ENSMUSG00000094366	70521598	70521704	Gm23730	-1	9
ENSMUSG00000089035	41901651	41901754	Gm22157	1	13
ENSMUSG00000098562	79862587	79862652	Mir6910	1	10
ENSMUSG00000094657	123610017	123610135	n-R5s142	-1	8
ENSMUSG00000094179	88521797	88521868	Snord50b	-1	9
ENSMUSG00000065840	158378222	158378354	Gm25187	1	2
ENSMUSG00000105367	59693450	59693549	Gm44500	-1	X
ENSMUSG00000087710	86703298	86703407	Gm22235	-1	17
ENSMUSG00000088892	45500485	45500552	Gm22518	-1	4
ENSMUSG00000064542	117154093	117154162	Gm22980	-1	4
ENSMUSG00000076012	85336292	85336373	Mir705	-1	6
ENSMUSG00000105010	29845647	29845711	Mir219b	1	2
ENSMUSG00000076222	10511667	10511775	Mir297b	1	2
ENSMUSG00000093298	41670739	41670793	Mir3473b	1	10
ENSMUSG00000104820	35763930	35764056	Gm44474	-1	8
ENSMUSG00000088969	107009502	107009611	Gm22085	-1	8
ENSMUSG00000094630	115626600	115626718	n-R5s92	-1	9
ENSMUSG00000096184	33628841	33628961	Gm23304	-1	4
ENSMUSG00000092920	76267135	76267419	Mirt2	-1	15
ENSMUSG00000092879	146999405	146999509	Gm22650	1	X
ENSMUSG00000065466	103011417	103011520	n-R5s89	-1	9
ENSMUSG00000077255	96762031	96762158	Gm26078	1	1
ENSMUSG00000064550	96907632	96907825	Gm24623	1	5
ENSMUSG00000077585	56521372	56521503	Gm24375	-1	8
ENSMUSG00000094554	59606390	59606468	Gm22391	-1	7
ENSMUSG00000095402	59552109	59552187	Gm25585	-1	7
ENSMUSG00000095336	10480165	10480291	Gm24315	1	2
ENSMUSG00000077687	109537039	109537169	Gm22497	1	4
ENSMUSG00000089233	97935285	97935595	Gm22202	1	15
ENSMUSG00000065630	48619312	48619395	Gm24256	-1	10
ENSMUSG00000088158	80391613	80391751	Scarna3b	-1	12
ENSMUSG00000096280	117210844	117210959	Gm23287	1	4
ENSMUSG00000088197	65376169	65376282	Gm24138	-1	2
ENSMUSG00000089530	72257036	72257139	Gm25163	-1	9
ENSMUSG00000076136	7959530	7959638	Gm24951	-1	19
ENSMUSG00000089444	81880727	81880866	Gm22531	1	3
ENSMUSG00000106154	81895590	81895663	Mir7232	-1	6
ENSMUSG00000088213	145481407	145481731	Gm22390	-1	2
ENSMUSG00000076377	28214039	28214121	Gm22370	-1	10
ENSMUSG00000098525	17695354	17695530	Gm27365	1	6
ENSMUSG00000104812	150063157	150063268	Gm44329	-1	1
ENSMUSG00000095184	13534064	13534169	Gm26375	-1	17
ENSMUSG00000065847	86100534	86100655	Gm25188	1	3
ENSMUSG00000088445	93573731	93573868	Gm23557	-1	X
ENSMUSG00000099047	115580949	115581009	Mir7029	1	5
ENSMUSG00000084719	3860108	3860430	Gm24632	1	18
ENSMUSG00000076284	73974441	73974538	Gm24272	1	16
ENSMUSG00000064721	8723993	8724064	Gm25855	1	19
ENSMUSG00000079222	17591	30203	AC132444.1	-1	GL456221.1
ENSMUSG00000098550	123104975	123105043	Mir7079	1	8
ENSMUSG00000095278	38637018	38637143	Gm27634	-1	2
ENSMUSG00000077744	86275232	86275362	Gm26343	-1	3
ENSMUSG00000065643	99803020	99803126	Gm25897	-1	15
ENSMUSG00000088516	12793875	12793974	Gm23044	-1	10
ENSMUSG00000077411	108079912	108080042	Gm23749	-1	2
ENSMUSG00000088764	153864807	153864931	Gm24395	1	3
ENSMUSG00000089164	141566143	141566249	Gm24131	-1	5
